자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
정부세종청사 중앙동 건너편 2,무인대여소,,세종특별자치시 어진동 713,36.50237871,127.2662329,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
산울동 초. 중학교,무인대여소,,세종특별자치시 산울동 291-1,36.52952722,127.2594793,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
영산강자전거길안내센터,유인대여소,광주광역시 서구 서창둑길 377,광주광역시 서구 벽진동 505-1,35.138446,126.828738,9:00,17:00,설당일+추석당일,무료,,58,40,Y,기계식,N,062-603-5359,광주환경공단,2025-08-04,B552968,광주환경공단
상주자전거박물관,유인대여소,경상북도 상주시 용마로 415,경상북도 상주시 도남동 산 3-19,36.45443803,128.2544541,10:00,17:00,매주 월,유료,"(개인) 어른 1000원 / 청소년·군인 500원(단체) 어른 700원 / 청소년·군인 300원6세이하, 장애인, 65세 이상 무료",80,0,Y,수동식,Y,054-537-5732,경상북도 상주시청,2025-08-31,5110000,경상북도 상주시
상주역 자전거 공영주차장,유인대여소,경상북도 상주시 남문1길 24,경상북도 상주시 성동동 611-6,36.40971054,128.1634401,9:00,18:00,매주 월+법정공휴일,무료,,120,3,Y,기계식,N,054-537-7392,경상북도 상주시청,2025-08-31,5110000,경상북도 상주시
복싱체육관,무인대여소,,충청남도 보령시 죽정동 431-8,36.35635032,126.6053748,0:00,23:59,설연휴+추석연휴,무료,,10,10,Y,기계식,N,041-930-3981,충청남도 보령시청,2025-12-11,4510000,충청남도 보령시
염산면사무소 내,유인대여소,전라남도 영광군 염산면 천년로1길 1-3,,35.21804026,126.37153,9:00,18:00,주말,무료,,25,,N,,N,061-350-4955,전라남도 영광군청,2024-08-16,5890000,전남광주통합특별시 영광군
대저생태공원(맥도생태공원 관리사무소 옆),유인대여소,,부산광역시 강서구 대저1동 2314-11,35.20984892,128.9845561,9:00,18:00,월+화+수 휴무(7월~8월+12월~2월) + 연중영업(3월~6월+9월~11월),유료,1인용 : 1시간 3천원 + 2인용자전거 : 1시간 6천원 + 티-에스보드 : 1시간 5천원 + 뱅키 : 1시간 7천원 + 4륜용 : 1시간 1만5천원,139,,Y,수동식,N,070-4219-1477,부산광역시 낙동강관리본부,2024-08-20,6260000,부산광역시
맥도생태공원(구포대교 밑 대저생태공원 관리사무소 앞),유인대여소,,부산광역시 강서구 대저2동 1200-22,35.15327534,128.954976,9:00,18:00,월+화 휴무(7월~8월+12월~2월) + 연중영업(3월~6월+9월~11월),유료,1인용 : 1시간 3천원 + 2인용자전거 : 1시간 6천원 + 티-에스보드 : 1시간 5천원 + 뱅키 : 1시간 7천원 + 4륜용 : 1시간 1만5천원,179,,Y,수동식,N,070-4218-1662,부산광역시 낙동강관리본부,2024-08-20,6260000,부산광역시
화명생태공원(화명운동장 내),유인대여소,,부산광역시 북구 화명동 1718-10,35.23997654,129.0060603,9:00,18:00,월+화 휴무(7월~8월+12월~2월) + 연중영업(3월~6월+9월~11월),유료,1인용 : 1시간 3천원 + 2인용자전거 : 1시간 6천원 + 티-에스보드 : 1시간 5천원 + 뱅키 : 1시간 7천원 + 4륜용 : 1시간 1만5천원,113,,Y,수동식,N,070-4219-1716,부산광역시 낙동강관리본부,2024-08-20,6260000,부산광역시
삼락생태공원(삼락 4번 주차장 옆 인라인스케이트장 내),유인대여소,,부산광역시 사상구 삼락동 29-28,35.17176879,128.9738343,9:00,18:00,월+화 휴무(7월~8월+12월~2월) + 연중영업(3월~6월+9월~11월),유료,1인용 : 1시간 3천원 + 2인용자전거 : 1시간 6천원 + 티-에스보드 : 1시간 5천원 + 뱅키 : 1시간 7천원 + 4륜용 : 1시간 1만5천원,338,,Y,수동식,N,070-4217-1866,부산광역시 낙동강관리본부,2024-08-20,6260000,부산광역시
군산시 공영자전거 무인대여소,무인대여소,,전북특별자치도 군산시 수송동891,35.96440275,126.7156373,8:00,20:00,연중무휴,유료,1일 3시간 1천원+초과시 1시간 당 500원,11,10,N,,N,063-454-3593,전북특별자치도 군산시청,2024-10-14,4671000,전북특별자치도 군산시
군산시 공영자전거 무인대여소,무인대여소,,전북특별자치도 군산시 나운동 191-34,35.95214965,126.7032849,8:00,20:00,연중무휴,유료,1일 3시간 1천원+초과시 1시간 당 500원,8,10,N,,N,063-454-3593,전북특별자치도 군산시청,2024-10-14,4671000,전북특별자치도 군산시
군산시 공영자전거 무인대여소,무인대여소,,전북특별자치도 군산시 경암동 579-20,35.98164536,126.7333969,8:00,20:00,연중무휴,유료,1일 3시간 1천원+초과시 1시간 당 500원,4,10,N,,N,063-454-3593,전북특별자치도 군산시청,2024-10-14,4671000,전북특별자치도 군산시
군산시 공영자전거 무인대여소,무인대여소,"전라북도 군산시 중앙로185, (중앙로1가)",전북특별자치도 군산시 중앙로1가 10-1,35.987571,126.710503,8:00,20:00,연중무휴,유료,1일 3시간 1천원+초과시 1시간 당 500원,5,10,N,,N,063-454-3593,전북특별자치도 군산시청,2024-10-14,4671000,전북특별자치도 군산시
군산시 공영자전거 무인대여소,무인대여소,전라북도 군산시 해망로 10,전북특별자치도 군산시 경장동 462-2,35.976347,126.724468,8:00,20:00,연중무휴,유료,1일 3시간 1천원+초과시 1시간 당 500원,12,30,N,,N,063-454-3593,전북특별자치도 군산시청,2024-10-14,4671000,전북특별자치도 군산시
군산시 공영자전거 무인대여소,무인대여소,"전라북도 군산시 옥도면 선유북길125-1, (선유도리)",전북특별자치도 군산시 옥도면 선유도리 213-3,35.813964,126.4101201,8:00,20:00,연중무휴,유료,1일 3시간 1천원+초과시 1시간 당 500원,12,25,N,,N,063-454-3593,전북특별자치도 군산시청,2024-10-14,4671000,전북특별자치도 군산시
군산시 공영자전거 무인대여소,무인대여소,"전라북도 군산시 옥도면 선유도3길33-4, (선유도리)",전북특별자치도 군산시 옥도면 선유도리 474,35.8258554,126.4160054,8:00,20:00,연중무휴,유료,1일 3시간 1천원+초과시 1시간 당 500원,4,25,N,,N,063-454-3593,전북특별자치도 군산시청,2024-10-14,4671000,전북특별자치도 군산시
군산시 공영자전거 무인대여소,무인대여소,전라북도 군산시 은파순환길 9,전북특별자치도 군산시 나운동 1223-5,35.955363,126.689078,8:00,20:00,연중무휴,유료,1일 3시간 1천원+초과시 1시간 당 500원,20,45,Y,기계식,N,063-454-3593,전북특별자치도 군산시청,2024-10-14,4671000,전북특별자치도 군산시
군산시 공영자전거 무인대여소,무인대여소,,전북특별자치도 군산시 장미동 13-2,35.98967926,126.7138318,8:00,20:00,연중무휴,유료,1일 3시간 1천원+초과시 1시간 당 500원,8,15,Y,기계식,N,063-454-3593,전북특별자치도 군산시청,2024-10-14,4671000,전북특별자치도 군산시
군산시 공영자전거 무인대여소,무인대여소,,전북특별자치도 군산시 성산면 성덕리 421-22,36.02084575,126.7647094,8:00,20:00,연중무휴,유료,1일 3시간 1천원+초과시 1시간 당 500원,15,40,Y,기계식,N,063-454-3593,전북특별자치도 군산시청,2024-10-14,4671000,전북특별자치도 군산시
동림동 산동교 하부,유인대여소,,광주광역시 북구 동림동 126-7,35.18828121,126.8609652,9:00,18:00,12~3월+7~8월,무료,,55,8,Y,수동식,Y,062-410-6774,광주광역시북구청,2025-11-01,5820000,전남광주통합특별시 북구
구의공원 옆(하절기 5월 1일 ~ 10월31일),유인대여소,서울특별시 광진구 구의강변로 84,서울특별시 광진구 구의3동 658,37.53734087,127.0938665,9:00,19:30,매월 마지막주 수요일 14:00 이후+1월1일+설날+추석 연휴+성탄절 휴무,무료,무료,30,0,Y,기계식,N,02-450-7924,서울특별시 광진구청,2025-11-05,3040000,서울특별시 광진구
구의공원 옆(동절기 11월 1일 ~ 4월30일),유인대여소,서울특별시 광진구 구의강변로 84,서울특별시 광진구 구의3동 658,37.53734087,127.0938665,9:00,18:00,매월 마지막주 수요일 14:00 이후+1월1일+설날+추석 연휴+성탄절 휴무,무료,무료,30,0,Y,기계식,N,02-450-7924,서울특별시 광진구청,2025-11-05,3040000,서울특별시 광진구
복하천 자전거대여소,유인대여소,,경기도 이천시 진리동 140,37.26812068,127.4605276,10:00,18:00,"매주 월요일~화요일, 명절 연휴",유료,(1인용) 30분 2000원 60분 3000원 추가 10분당 1000원+(2인용) 30분 3000원 60분 4000원 추가 10분당 1000원+(5인승) 30분 10000원 60분 20000원 추가 10분당 3000원+(8인승) 30분 15000원 60분 25000원 추가 10분당 3000원+(1인승전기자전거) 30분 7000원 60분 13000원 추가 10분당 3000원+(2인승 전기자전거) 30분 13000원 60분 20000원 추가 10분,141,,Y,수동식,Y,031-631-7879,이천시장애인자립생활센터,2025-11-01,4070000,경기도 이천시
신둔천 자전거대여소,유인대여소,,경기도 이천시 송정동 427,37.30259965,127.4391636,10:00,18:00,"매주 월요일~화요일, 명절 연휴",유료,(1인용) 30분 2000원 60분 3000원 추가 10분당 1000원+(2인용) 30분 3000원 60분 4000원 추가 10분당 1000원+(5인승) 30분 10000원 60분 20000원 추가 10분당 3000원+(8인승) 30분 15000원 60분 25000원 추가 10분당 3000원+(1인승전기자전거) 30분 7000원 60분 13000원 추가 10분당 3000원+(2인승 전기자전거) 30분 13000원 60분 20000원 추가 10분,119,,Y,수동식,Y,031-631-7875,이천시장애인자립생활센터,2025-11-01,4070000,경기도 이천시
월곶역 공공자전거대여소,유인대여소,경기도 시흥시 월곶중앙로 14번길 56,경기도 시흥시 월곶동 992-8,37.391814,126.742708,8:30,20:30,월+화+기타공휴일/동절기 휴관 2025.12.01. ~ 2026.03.02.,무료,무료,89,,Y,기계식,N,031-310-3146,경기도 시흥시청,2025-11-07,4010000,경기도 시흥시
정왕역 공공자전거대여소,유인대여소,경기도 시흥시 마유로 418번길 15,경기도 시흥시 정왕동 2325-12,37.351777,126.7430094,7:00,20:00,토+일+기타공휴일/동절기 휴관 2025.12.01. ~ 2026.03.02.,무료,무료,80,,Y,기계식,N,031-310-3146,경기도 시흥시청,2025-11-07,4010000,경기도 시흥시
인천대공원 내 정문 호수정원 맞은편,유인대여소,인천광역시 남동구 무네미로 238(장수동),인천광역시 남동구 장수동 산78,37.45859383,126.7519671,10:00,17:00,우천 시+동절기(11월 중순~2월),유료,다인용자전거 1만원/1시간,69,69,Y,기계식,N,032-465-1526,인천시설공단,2025-06-26,B553906,인천시설공단
자전거터미널,유인대여소,전라남도 목포시 남악로 58번길 20,전라남도 목포시 옥암동 1376,34.80222488,126.4456865,9:30,18:30,수요일+목요일,유료,1시간 2000+3시간 5000,15,,Y,,Y,061-270-3485,전라남도 목포시,2025-06-26,5780000,전남광주통합특별시 목포시
동래구 자전거무료대여소,유인대여소,,부산광역시 동래구 온천동 527,35.2022357,129.0783527,10:00,16:00,공휴일,무료,,83,47,Y,수동식,Y,051-550-4531,부산광역시 동래구,2025-06-27,3300000,부산광역시 동래구
첨단교(거점터미널),유인대여소,,광주광역시 광산구 산월동 19-1,35.20647361,126.8536204,9:00,18:00,월+화+수+목+금,무료,,31,,N,,Y,062-960-4107,광주광역시 광산구청,2025-07-03,5825000,전남광주통합특별시 광산구
어등대교(거점터미널),유인대여소,,광주광역시 광산구 우산동 526,35.16125144,126.8223265,9:00,18:00,월+화+수+목+금,무료,,5,,N,,Y,062-960-4107,광주광역시 광산구청,2025-07-03,5825000,전남광주통합특별시 광산구
어룡동 행정복지센터,무인·유인대여소,광주광역시 광산구 선운중앙로67번길 6,광주광역시 광산구 선암동 516,35.14841258,126.7798951,9:00,18:00,토+일,무료,,8,1,Y,수동식,N,062-960-4107,광주광역시 광산구청,2025-07-03,5825000,전남광주통합특별시 광산구
송정1동 행정복지센터,무인·유인대여소,광주광역시 광산구 광산로 92,광주광역시 광산구 송정동 653,35.14187324,126.800854,9:00,18:00,토+일,무료,,4,1,N,,N,062-960-4107,광주광역시 광산구청,2025-07-03,5825000,전남광주통합특별시 광산구
운남동 행정복지센터,무인·유인대여소,광주광역시 광산구 목련로217번길 10,광주광역시 광산구 운남동 387-25,35.1732666,126.8218974,9:00,18:00,토+일,무료,,3,1,Y,수동식,N,062-960-4107,광주광역시 광산구청,2025-07-03,5825000,전남광주통합특별시 광산구
수완동 행정복지센터,무인·유인대여소,광주광역시 광산구 장덕로 158,광주광역시 광산구 수완동 936,35.19707398,126.8257309,9:00,18:00,토+일,무료,,6,1,N,,N,062-960-4107,광주광역시 광산구청,2025-07-03,5825000,전남광주통합특별시 광산구
월곡1동 행정복지센터,무인·유인대여소,광주광역시 광산구 사암로 306,광주광역시 광산구 월곡동 687-1,35.1717952,126.8097249,9:00,18:00,토+일,무료,,6,1,Y,수동식,N,062-960-4107,광주광역시 광산구청,2025-07-03,5825000,전남광주통합특별시 광산구
첨단2동 행정복지센터,무인·유인대여소,광주광역시 광산구 첨단중앙로 124번길 24,광주광역시 광산구 월계동 875-5,35.21624335,126.8433211,9:00,18:00,토+일,무료,,2,1,Y,수동식,N,062-960-4107,광주광역시 광산구청,2025-07-03,5825000,전남광주통합특별시 광산구
첨단1동 행정복지센터,무인·유인대여소,광주광역시 광산구 첨단중앙로 160,광주광역시 광산구 쌍암동 656-2,35.21952708,126.8423636,9:00,18:00,토+일,무료,,1,1,Y,태양광식,N,062-960-4107,광주광역시 광산구청,2025-07-03,5825000,전남광주통합특별시 광산구
봉동 자전거 대여소,유인대여소,,전북특별자치도 완주군 봉동읍 장기리 1118-4,35.93803318,127.1688144,10:00,18:00,월요일,유료,2000,13,0,Y,기계식,Y,063-290-2884,전북특별자치도 완주군청,2024-01-30,4721000,전북특별자치도 완주군
오목대대여소,유인대여소,,전북특별자치도 전주시 완산구 풍남동3가7-9,35.816582,127.1553679,9:00,18:00,월+추석당일+1~2월,유료,1천원/1일,25,1,Y,기계식,N,063-281-2568,전북특별자치도 전주시청,2025-02-06,4641000,전북특별자치도 전주시
치명자산대여소,유인대여소,전북특별자치도 전주시 완산구 바람쐬는길92,전북특별자치도 전주시 완산구 대성동 320-2,35.80320531,127.1676666,9:00,18:00,월+추석당일+1~2월,유료,1천원/1일,144,1,Y,기계식,Y,063-281-2568,전북특별자치도 전주시청,2025-02-06,4641000,전북특별자치도 전주시
자연생태관 대여소,유인대여소,전북특별자치도 전주시 완산구 바람쐬는길21,전북특별자치도 전주시 완산구 교동951-1,35.81159258,127.1625872,9:00,18:00,월+추석당일+1~2월,유료,1천원/1일,30,,Y,기계식,N,063-281-2568,전북특별자치도 전주시청,2025-02-06,4641000,전북특별자치도 전주시
자전거종합서비스센터,유인대여소,,서울특별시 금천구 독산동 767-4,37.45745015,126.8926472,9:00,17:00,월+법정공휴일,무료,무료,148,130,Y,기계식,Y,02-2627-1697,서울특별시 금천구청,2025-11-12,3170000,서울특별시 금천구
